type,city,year,n
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1981,28444
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1982,39255
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1983,52416
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1984,78181
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1985,1213
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1986,1486
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1987,1956
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1988,3490
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1989,5334
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1990,9046
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1991,13666
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1992,24324
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1993,33765
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1994,72891
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1995,161724
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1996,246607
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1997,474627
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1998,841233
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,1999,1208935.5
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2000,1792486.78
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2001,2456788.69
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2002,3472247.41
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2003,4252.25
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2004,5072.55
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2005,5.15
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2006,5.79
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2007,5.82
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2008,6.91
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2009,7.8
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2010,9.2
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2011,10.27
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2012,11.16
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2013,13.52
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2014,16.54
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2015,19.94
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Aydin,2016,22.97
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1980,27502
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1981,31460
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1982,44776
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1983,58913
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1984,82604
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1985,1364
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1986,1656
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1987,2298
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1988,4197
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1989,6912
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1990,11512
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1991,17069
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1992,29111
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1993,40825
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1994,90048
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1995,193334
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1996,295759
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1997,591109
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1998,1183992
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,1999,1734235.42
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2000,2256227.47
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2001,3025878.31
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2002,4611134.03
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2003,5532.42
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2004,5652.31
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2005,6.59
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2006,7.39
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2007,7.58
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2008,8.53
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2009,9.44
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2010,10.84
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2011,11.54
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2012,13.02
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2013,14.59
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2014,15.72
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2015,17.88
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Balikesir,2016,20.65
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,1993,36736
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,1994,73534
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,1995,148368
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,1996,199270
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,1997,435833
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,1998,887847
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,1999,1452111.17
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2000,2747916.67
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2001,3293055.56
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2002,4325e3
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2003,5958.33
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2004,6631.94
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2005,6.4
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2006,7.05
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2007,8.01
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2008,9.42
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2009,10.75
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2010,11.59
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2011,13.47
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2012,14.49
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2013,16.88
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2014,18.08
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2015,21.94
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Bartin,2016,25.92
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Batman,1991,15154
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Batman,1992,27674
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Batman,1993,44278
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Batman,1994,90451
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Batman,1995,205416
" (Tereyağı (Ağırlığına Göre, Yağ İçeriği > % 85 Olan) Ve Sütten Türetilen Diğer Katı Ve Sıvı Yağlar (Ağırlığına Göre, Yağ İçeriği < % 80 Olan Sürülebilir Süt Ürünleri Hariç)) ",Batman,1996,414583
